brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
Panasonic;X400;;;;Class 8;No;2004  2Q;84 x 47 x 17 mm| 64 cc (3.31 x 1.85 x 0.67 in);84;296;;128 x 128 pixels;;;;;VGA;No;;Removable Li-Ion 600 mAh battery;Black| Red| White;;http://cdn2.gsmarena.com/vv/bigpic/pax400.gif
Panasonic;X300;;;;Class 8;No;2004  1Q;92 x 49 x 21 mm| 88 cc (3.62 x 1.93 x 0.83 in);87;307;1.5 inches (~16.1% screen-to-body ratio);128 x 128 pixels (~121 ppi pixel density);;;;3 MB;VGA;No;Yes;Removable Li-Ion 780 mAh battery;Silver| Red| Gold;;http://cdn2.gsmarena.com/vv/bigpic/pax300.gif
Panasonic;X200;;;;Class 8;No;2004  2Q;104 x 45 x 13 mm| 60 cc (4.09 x 1.77 x 0.51 in);79;279;;128 x 128 pixels| 5 lines;;;;;VGA;No;;Removable Li-Ion 600 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/pax200.gif
Panasonic;X100;;;;Class 4;No;2004  2Q;90 x 44 x 18 mm| 69 cc (3.54 x 1.73 x 0.71 in);79;279;;128 x 128 pixels;;;;;CIF;No;;Removable Li-Ion 730 mAh battery;Blue| Dark Silver| Silver;;http://cdn2.gsmarena.com/vv/bigpic/pax100.gif
Panasonic;A500;;;;Class 8;No;2004  2Q;84 x 47 x 19 mm| 68 cc (3.31 x 1.85 x 0.75 in);89;314;;128 x 128 pixels;;;;;;;;Removable Li-Ion battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/paa500.gif
Panasonic;A200;;;;Class 4;No;2004  4Q;90 x 44 x 18 mm| 67 cc (3.54 x 1.73 x 0.71 in);77;272;;128 x 128 pixels;;;;512 KB;;;;Removable Li-Ion 730 mAh battery;3 - White| Black| Pink;;http://cdn2.gsmarena.com/vv/bigpic/paa200.gif
Panasonic;A100 Series;;;;;No;2004  1Q;77 x 44 x 17.8 mm| 55 cc (3.03 x 1.73 x 0.70 in);66;233;;112 x 64 pixels| 3 lines;;;;;;;;Removable Li-Ion 780 mAh battery;3 - Black| Blue| Red;;http://cdn2.gsmarena.com/vv/bigpic/paa100.gif
Panasonic;P341i;;;;Class 8;No;2004  1Q;87 x 47 x 24 mm| 80 cc (3.43 x 1.85 x 0.94 in);92;325;;132 x 176 pixels| 8 lines;;;;5 MB;CIF;No;;Removable Li-Ion 680 mAh battery;Anthrazit;;http://cdn2.gsmarena.com/vv/bigpic/pap341i.gif
Panasonic;X68/X77;;;;Class 8;No;2004  2Q;77 x 50 x 28 mm (3.03 x 1.97 x 1.10 in);86;303;;128 x 128 pixels;;;;;CIF;No;;Removable Li-Ion 680 mAh battery;Cool silver| Vivid red;;http://cdn2.gsmarena.com/vv/bigpic/pax77.gif
Panasonic;X11;;;;Class 8;No;2004  1Q;87.3 x 48 x 27 mm (3.44 x 1.89 x 1.06 in);95;335;;132 x 176 pixels;;;;;CIF;No;;Removable Li-Ion 660 mAh battery;2 - Red| Blue;;http://cdn2.gsmarena.com/vv/bigpic/pax11.gif
Panasonic;G70;;;;Class 8;No;2003  4Q;88 x 60 x 27 mm| 72 cc (3.46 x 2.36 x 1.06 in);88;310;;128 x 96 pixels| 4 lines;;;;;;;;Removable Li-Ion 680 mAh battery;Red| Blue;;http://cdn2.gsmarena.com/vv/bigpic/pag70.gif
Panasonic;G51;;;;Class 8 (G51 Only);No;2003  4Q;80 x 43 x 18 mm| 66 cc (3.15 x 1.69 x 0.71 in);74;261;;128 x 96 pixels;;;;;;;;Removable Li-Ion 780 mAh battery;Silver| Red| Blue (G51e:Pink|Gold. G51m:Blue|Silver);;http://cdn2.gsmarena.com/vv/bigpic/pag51.gif
Panasonic;X88;;;;Yes;No;4Q  2003;87 x 47 x 24 mm| 80 cc (3.43 x 1.85 x 0.94 in);92;325;;132 x 176 pixels;;;;;CIF;No;;Removable Li-Ion 680 mAh battery;Gold;;http://cdn2.gsmarena.com/vv/bigpic/pax88.gif
Panasonic;X66;;;;Class 8;No;;75 x 45 x 27 mm| 74 cc (2.95 x 1.77 x 1.06 in);82;289;;128 x 128 pixels| 6 lines;;;;4 MB;CIF;No;;Removable Li-Ion 680 mAh battery;Gold| Purple;;http://cdn2.gsmarena.com/vv/bigpic/pax66.gif
Panasonic;X70;;;;Class 8;No;2003  3Q;87 x 47 x 24 mm| 80 cc (3.43 x 1.85 x 0.94 in);95;335;;132 x 176 pixels| 7 lines;;;;4 MB;CIF| LED flash;No;;Removable Li-Ion 780 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pax70.gif
Panasonic;G60;;;;Class 8;No;2003  3Q;104 x 47 x 19 mm| 75 cc (4.09 x 1.85 x 0.75 in);87;307;;128 x 128 pixels;;;;;;;;Removable Li-Ion 740 mAh battery;Chrome metal;;http://cdn2.gsmarena.com/vv/bigpic/pag60.gif
Panasonic;G50;;;;Class 8;No;2003  3Q;80 x 43 x 18 mm| 53 cc (3.15 x 1.69 x 0.71 in);74;261;;128 x 96 pixels;;;;;;;;Removable Li-Ion 780 mAh battery;3 - Silver| Red| Blue;;http://cdn2.gsmarena.com/vv/bigpic/pag50.gif
Panasonic;GD55;;;;No;No;2002  Oct;77 x 43 x 17 mm| 51 cc (3.03 x 1.69 x 0.67 in);65;229;;112 x 64 pixels;;;;;;;;Removable Li-Ion 720 mAh battery;3 - Silver| Red| Pink;;http://cdn2.gsmarena.com/vv/bigpic/pagd55.gif
Panasonic;GD87;;;;Class 8;No;Nov  2002;97 x 49 x 23 mm (3.82 x 1.93 x 0.91 in);103;363;;132 x 176 pixels;;;;;CIF;No;;Removable Li-Ion 720 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pagd87.gif
Panasonic;GD67;;;;Class 8;No;2002;109 x 45 x 20 mm| 81 cc (4.29 x 1.77 x 0.79 in);81;286;;101 x 80 pixels| 6 lines;;;;;;;;Removable Li-Ion 690 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pagd67.gif
Panasonic;GD95;;;;Class 8 (GD96 only);No;2001;120 x 45 x 14 mm| 90 cc (4.72 x 1.77 x 0.55 in);85;300;;11 lines x 16 chars;;;;;;;;Removable Li-Ion 690 mAh battery;2;;http://cdn2.gsmarena.com/vv/bigpic/pagd95.gif
Panasonic;GD75;;;;Yes (GD76 Only);No;2001;106 x 46 x 16 mm| 75 cc (4.17 x 1.81 x 0.63 in);82;289;;6 lines;;;;;;;;Removable Li-Ion 650 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pagd75.gif
Panasonic;GD35;;;;No;No;2001;120 x 46 x 20 mm (4.72 x 1.81 x 0.79 in);109;384;;;;;;;;;;Removable NiMH 700 mAh battery;3 - Winter White| Black Ice| Cool Blue;;http://cdn2.gsmarena.com/vv/bigpic/pagd35.gif
Panasonic;GD93;;;;No;No;2000;120 x 45 x 16.4 mm (4.72 x 1.77 x 0.65 in);80;282;;6 lines;;;;;;;;Removable Li-Ion 650 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pagd93b.gif
Panasonic;GD92;;;;No;No;2000;118.1 x 40.5 x 16.4 mm (4.65 x 1.59 x 0.65 in);77;272;;6 lines;;;;;;;;Removable Li-Ion 650 mAh battery;2 ( gun metallic and blue );;http://cdn2.gsmarena.com/vv/bigpic/pagd92b.gif
Panasonic;GD90;;;;No;No;1999;118 x 42 x 16.5 mm (4.65 x 1.65 x 0.65 in);88;310;;4 x 16 chars;;;;;;;;Removable Li-Ion 650 mAh battery;3 (silver| dark blue| anthracite;;http://cdn2.gsmarena.com/vv/bigpic/pagd90b.gif
Panasonic;GD70;;;;No;No;1999;135 x 45 x 20 mm (5.31 x 1.77 x 0.79 in);135;476;;4 x 16 chars;;;;;;;;Removable Li-Ion battery;3 ( titan| green and blue );;http://cdn2.gsmarena.com/vv/bigpic/pagd70b.gif
Panasonic;GD30;;;;No;No;1999;135 x 45 x 20 mm (5.31 x 1.77 x 0.79 in);135;476;;4 x 16 chars;;;;;;;;Removable NiMH 700 mAh battery;;;http://cdn2.gsmarena.com/vv/bigpic/pagd30b.gif
Panasonic;G600;;;;No;No;1998;132 x 45 x 18 mm (5.20 x 1.77 x 0.71 in);128;452;;4 x 16 chars;;;;;;;;Removable Li-Ion battery;;;http://cdn2.gsmarena.com/vv/bigpic/pag600b.gif
Pantech;Breeze IV;HSDPA 850 / 1900 / 2100 ;;HSPA;Yes;Yes;2013  November;106.4 x 53.1 x 17.5 mm (4.19 x 2.09 x 0.69 in);102;360;3.0 inches (~45.3% screen-to-body ratio);240 x 400 pixels (~155 ppi pixel density);;;;256 MB;3.15 MP| autofocus| LED flash;No;microUSB;Removable Li-Ion 1030 mAh battery;Black;160;http://cdn2.gsmarena.com/vv/bigpic/pantech-breeze-4.jpg
Pantech;Vega No 6;HSDPA 2100 ; LTE 800;HSPA  LTE  EV-DO Rev. A;Yes;Yes;2013  January;158.6 x 83.2 x 9.9 mm (6.24 x 3.28 x 0.39 in);2105;741;5.9 inches (~72.7% screen-to-body ratio);1080 x 1920 pixels (~373 ppi pixel density);Android 4.1.2 (Jelly Bean);Quad-core 1.5 GHz Krait;Adreno 320;32 GB;13 MP| autofocus| LED flash;2 MP| 1080p@30fps;microUSB 2.0| USB Host;Removable Li-Ion 3140 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/pantech-vega-no-6.jpg
Pantech;Discover;HSDPA 850 / 1900 / 2100 ;LTE band 2(1900)| 4(1700/2100)| 5(850)| 17(700);HSPA  LTE;Yes;Yes;2013  January;134.2 x 68.6 x 9.1 mm (5.28 x 2.70 x 0.36 in);135;476;4.8 inches (~69.0% screen-to-body ratio);720 x 1280 pixels (~306 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;16 GB (13 GB user available);12.6 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2100 mAh battery;Gray;370;http://cdn2.gsmarena.com/vv/bigpic/pantech-discover.jpg
Pantech;Vega R3 IM-A850L;HSDPA 2100 ; LTE 800;HSPA  LTE  EV-DO Rev. A;Yes;Yes;2012  October;144.7 x 74.3 x 10 mm (5.70 x 2.93 x 0.39 in);1685;593;5.3 inches (~72.0% screen-to-body ratio);720 x 1280 pixels (~277 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich)| planned upgrade to 4.1 (Jelly Bean);Quad-core 1.5 GHz Krait;Adreno 320;16 GB;13 MP| autofocus| LED flash;2 MP;microUSB 2.0| USB Host;Removable Li-Ion 2600 mAh battery;Black| White;550;http://cdn2.gsmarena.com/vv/bigpic/pantech-vega-r3.jpg
Pantech;Flex  P8010;HSDPA 850 / 1900 / 2100 ;LTE band 4(1700/2100)| 17(700);HSPA  LTE;Yes;Yes;2012  September;129.8 x 67.1 x 7.9 mm (5.11 x 2.64 x 0.31 in);132;466;4.3 inches (~58.5% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean);Dual-core 1.5 GHz Krait;Adreno 225;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 1830 mAh battery;Gray;230;http://cdn2.gsmarena.com/vv/bigpic/pantech-flex.jpg
Pantech;Renue;HSDPA 850 / 1900 ;;HSPA;Yes;Yes;2012  July;99 x 63 x 12 mm (3.90 x 2.48 x 0.47 in);128;452;3.2 inches (~50.8% screen-to-body ratio);240 x 320 pixels (~125 ppi pixel density);;;;185 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-renue.jpg
Pantech;Marauder;CDMA2000 1xEV-DO ;LTE band 13(700);EV-DO Rev.A 3.1 Mbps  LTE;No;No;2012  July;129 x 65 x 12 mm (5.08 x 2.56 x 0.47 in);173;610;3.8 inches (~49.0% screen-to-body ratio);480 x 800 pixels (~246 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.2 GHz;;4 GB;5 MP| autofocus;Yes;microUSB 2.0;Removable Li-Ion 1680 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-marauder.jpg
Pantech;Vega Racer 2 IM-A830L;HSDPA 2100 ; LTE 800;HSPA  LTE;Yes;Yes;2012  May;132.4 x 68.9 x 9.4 mm (5.21 x 2.71 x 0.37 in);1341;473;4.8 inches (~69.6% screen-to-body ratio);720 x 1280 pixels (~306 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;16 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0 (MHL TV-out);Removable Li-Ion 2020 mAh battery;Black| White;340;http://cdn2.gsmarena.com/vv/bigpic/pantech-vega-racer-2.jpg
Pantech;Vega LTE EX IM-A820L;HSDPA 2100 ; LTE 800;HSPA  LTE;Yes;Yes;2012  January;134.5 x 69.8 x 9.7 mm (5.30 x 2.75 x 0.38 in);1362;480;4.5 inches (~62.5% screen-to-body ratio);800 x 1280 pixels (~335 ppi pixel density);Android 2.3 (Gingerbread);Dual-core 1.5 GHz;;16 GB;8 MP| autofocus| LED flash;Yes;microUSB 2.0 (MHL TV-out);Removable Li-Ion 1830 mAh battery;Black| White;230;http://cdn2.gsmarena.com/vv/bigpic/Pantech-Vega-LTE-EX.jpg
Pantech;Burst;HSDPA 850 / 1900 / 2100 ;LTE band 4(1700/2100)| 17(700);HSPA  LTE;Yes;Yes;2012  January;126.5 x 62.5 x 11.4 mm (4.98 x 2.46 x 0.45 in);1225;430;4.0 inches (~57.6% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 2.3.5 (Gingerbread)| upgradable to 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Scorpion;Adreno 220;16 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Ion 1650 mAh battery;Titanium| Ruby Red;270;http://cdn2.gsmarena.com/vv/bigpic/pantech-burst.jpg
Pantech;Element;HSDPA 850 / 1900 / 2100 ;LTE band 17(700);HSPA  LTE;Yes;Yes;2012  January;212.3 x 155.4 x 10.7 mm (8.36 x 6.12 x 0.42 in);4698;103;8.0 inches (~60.1% screen-to-body ratio);768 x 1024 pixels (~160 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Scorpion;Adreno 220;16 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Ion 6400 mAh battery;Black;220;http://cdn2.gsmarena.com/vv/bigpic/pantech-element.jpg
Pantech;Hotshot;CDMA2000 1x ;;EV-DO Rev.0  153.2 Kbps;No;No;2011  October;119 x 60 x 9 mm (4.69 x 2.36 x 0.35 in);91;321;3.2 inches (~40.8% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);;;;;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1000 mAh battery;Black| Red;;http://cdn2.gsmarena.com/vv/bigpic/pantech-hotshot.jpg
Pantech;Link II;HSDPA 850 / 1900 ;;HSPA;Yes;Yes;2011  October;114 x 61 x 10 mm (4.49 x 2.40 x 0.39 in);94;332;2.4 inches (~25.7% screen-to-body ratio);320 x 240 pixels (~167 ppi pixel density);;;;200 MB;2 MP;No;2.0;Removable Li-Ion 1000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-link-ii.jpg
Pantech;Pocket P9060;HSDPA 850 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2011  October;114.7 x 78 x 11.3 mm (4.52 x 3.07 x 0.44 in);1321;466;4.0 inches (~55.4% screen-to-body ratio);600 x 800 pixels (~250 ppi pixel density);Android 2.3 (Gingerbread);;;600 MB;5 MP| autofocus;No;2.0;Removable Li-Ion 1650 mAh battery;Black;280;http://cdn2.gsmarena.com/vv/bigpic/pantech-pocket.jpg
Pantech;Jest II;CDMA2000 1x ;;EV-DO Rev.0  153.2 Kbps;Yes;No;2011  October;94 x 66 x 15 mm (3.70 x 2.60 x 0.59 in);116;409;2.4 inches (~28.8% screen-to-body ratio);320 x 240 pixels (~167 ppi pixel density);;;;;2 MP;No;microUSB;Removable Li-Ion 950 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-jest-ii.jpg
Pantech;Pursuit II;HSDPA 850 / 1900 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2011  July;101 x 61 x 15 mm (3.98 x 2.40 x 0.59 in);127;448;2.8 inches (~39.4% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);;230 MHz;;217 MB;2 MP;No;2.0;Removable Li-Ion 1000 mAh battery;Pink| green| black;200;http://cdn2.gsmarena.com/vv/bigpic/samsung-pantech-pursuit-ii.jpg
Pantech;Breakout;CDMA2000 1xEV-DO ;LTE band 13(700);EV-DO Rev.A 3.1 Mbps  LTE;No;No;2011  July;127 x 64 x 12 mm (5.0 x 2.52 x 0.47 in);138;487;4.0 inches (~56.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz;;1 GB;5 MP| autofocus;VGA;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/Pantech-Breakout.jpg
Pantech;Breeze III;HSDPA 850 / 1900 ;;HSPA 3.6/0.384 Mbps;Yes;Yes;2011  July;99 x 51 x 19 mm (3.90 x 2.01 x 0.75 in);102;360;2.2 inches (~29.7% screen-to-body ratio);240 x 320 pixels (~182 ppi pixel density);;;;80 MB;1.3 MP;No;microUSB;Removable Li-Ion 920 mAh battery;Various;150;http://cdn2.gsmarena.com/vv/bigpic/pantech-breeze-iii.jpg
Pantech;Vega Xpress IM-A720L;HSDPA 2100 ;;HSPA;Yes;Yes;2010  December;122.5 x 63.9 x 10.8 mm (4.82 x 2.52 x 0.43 in);1198;420;4.0 inches (~58.2% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 2.2 (Froyo);1.0 GHz Scorpion;Adreno 205;;5 MP| autofocus;Yes;2.0;Removable Li-Po 1500 mAh battery;Black| White| Red;200;http://cdn2.gsmarena.com/vv/bigpic/Pantech-Vega-X.jpg
Pantech;S902;;;;Yes;Yes;2010  November. Released 2010  November;105.2 x 51.8 x 12.9 mm (4.14 x 2.04 x 0.51 in);1044;367;3.0 inches (~47.0% screen-to-body ratio);240 x 400 pixels (~155 ppi pixel density);;;;;3.15 MP| LED flash;No;Yes;Removable Li-Ion battery;Gold| White| Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-s902.jpg
Pantech;Crux;CDMA2000 1xEV-DO ;;EV-DO Rev.0  153.2 Kbps;Yes;Yes;2010  October. Released 2010  November;109 x 58 x 13 mm (4.29 x 2.28 x 0.51 in);122;430;3.0 inches (~40.5% screen-to-body ratio);240 x 400 pixels (~155 ppi pixel density);;;;;3.15 MP;;2.0;Removable Li-Ion battery;Gray;;http://cdn2.gsmarena.com/vv/bigpic/pantech-crux.jpg
Pantech;Laser P9050;HSDPA 850 / 1900 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  October. Released 2010  October;113.8 x 57.9 x 10 mm (4.48 x 2.28 x 0.39 in);115;406;3.1 inches (~41.5% screen-to-body ratio);480 x 800 pixels (~301 ppi pixel density);;;;;3.15 MP;;microUSB 2.0;Removable Li-Ion 1000 mAh battery;Gray/Blue;;http://cdn2.gsmarena.com/vv/bigpic/Pantech-Laser.jpg
Pantech;P4000;;;;Class 10;Class 10;2010  August. Released 2010  Q3;110 x 57 x 12.5 mm (4.33 x 2.24 x 0.49 in);99;349;3.0 inches (~40.9% screen-to-body ratio);240 x 400 pixels (~155 ppi pixel density);;;;30 MB;3.15 MP;No;2.0;Removable Li-Po 1000 mAh battery;Black Glossy/Black SF| Titan/Ivory| Ivory/Red;;http://cdn2.gsmarena.com/vv/bigpic/pantech-p4000.jpg
Pantech;P1000;;;;Class 10;No;2010  August. Released 2010  Q3;97 x 53 x 14.9 mm (3.82 x 2.09 x 0.59 in);75;265;1.8 inches (~19.8% screen-to-body ratio);128 x 160 pixels (~114 ppi pixel density);;;;;1.3 MP;No;2.0;Removable Li-Po 1100 mAh battery;Black| Silver| Pink| Ivory-Brown;;http://cdn2.gsmarena.com/vv/bigpic/pantech-p1000.jpg
Pantech;SKY Izar IM-A630K;HSDPA 2100 ;;HSPA 7.2/0.384 Mbps;Class 10;Class 10;2010  July. Released 2010  July;114.4 x 55.4 x 13.4 mm (4.50 x 2.18 x 0.53 in);1062;374;3.2 inches (~46.0% screen-to-body ratio);480 x 800 pixels (~292 ppi pixel density);Android 2.1 (Eclair);600 MHz ARM 11;Adreno 200;4 GB;5 MP| autofocus;No;2.0;Removable Li-Po 1100 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/Pantech-A630K.jpg
Pantech;Jest;;;;No;No;2010  June. Released 2010  June;94 x 64 x 15 mm (3.70 x 2.52 x 0.59 in);116;409;2.6 inches (~36.2% screen-to-body ratio);320 x 320 pixels (~174 ppi pixel density);;;;975 MB;2 MP;No;microUSB;Removable Li-Ion 920 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-jest.jpg
Pantech;Link;HSDPA 850 / 1900 ;;HSPA;Yes;Yes;2010  March. Released 2010  April;115.2 x 60.9 x 9.9 mm (4.54 x 2.40 x 0.39 in);91;321;2.4 inches (~25.4% screen-to-body ratio);320 x 240 pixels (~167 ppi pixel density);;;;;1.3 MP;No;2.0;Removable Li-Ion 930 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-link.jpg
Pantech;Ease;HSDPA 850 / 1900 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2010  June. Released 2010  June 20th;113.8 x 57.9 x 14.2 mm (4.48 x 2.28 x 0.56 in);992;349;3.2 inches (~44.2% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);;;;50 MB;2 MP;No;2.0;Removable Li-Ion 1000 mAh battery;Black/Gray;180;http://cdn2.gsmarena.com/vv/bigpic/pantech-ease.jpg
Pantech;Pursuit;HSDPA 850 / 1900 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  May. Released 2010  June;93.2 x 63.8 x 14.7 mm (3.67 x 2.51 x 0.58 in);1298;455;2.8 inches (~40.8% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);;;;50 MB;2 MP;No;2.0;Removable Li-Ion 930 mAh battery;Blue| Green;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pursuit.jpg
Pantech;Impact;HSDPA 850 / 1900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2009  November. Released 2009  November;106 x 52 x 17.8 mm (4.17 x 2.05 x 0.70 in);125;441;2.6 inches (~34.9% screen-to-body ratio);400 x 240 pixels (~179 ppi pixel density);;;;80 MB;2 MP;No;microUSB 2.0;Removable Li-Ion 950 mAh battery;Black| Pink;170;http://cdn2.gsmarena.com/vv/bigpic/pantech-impact-ofic.jpg
Pantech;C790 Reveal;HSDPA 850 / 1900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2009  October. Released 2009  October;99 x 60 x 14.8 mm (3.90 x 2.36 x 0.58 in);112;395;2.2 inches| 2.2 (~25.2% screen-to-body ratio);320 x 240 pixels (~182 ppi pixel density);;;;80 MB;1.3 MP;No;2.0;Removable Li-Ion 950 mAh battery;Red| Blue;170;http://cdn2.gsmarena.com/vv/bigpic/pantech-c790-reveal.jpg
Pantech;Matrix Pro;HSDPA 850 / 1900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2009  February. Released 2009  February;105.9 x 50.8 x 21.6 mm (4.17 x 2.0 x 0.85 in);122;430;2.4 inches (~33.2% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);Microsoft Windows Mobile 6.1 Standard;528 MHz;;256 MB ROM;2 MP;No;Yes;Removable Li-Po 1320 mAh battery;Steel Blue;210;http://cdn2.gsmarena.com/vv/bigpic/pantech-matrix-pro.jpg
Pantech;Slate;;;;Class 10;Class 10;2008  October. Released 2008  October;107 x 64 x 10 mm (4.21 x 2.52 x 0.39 in);91;321;2.2 inches (~22.2% screen-to-body ratio);220 x 176 pixels (~128 ppi pixel density);;;;20 MB;1.3 MP;No;2.0;Removable Li-Ion 950 mAh battery;Black;100;http://cdn2.gsmarena.com/vv/bigpic/pantech-slate.jpg
Pantech;Matrix;HSDPA 850 / 1900 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2008  October. Released 2008  October;102 x 50 x 20 mm (4.02 x 1.97 x 0.79 in);132;466;;240 x 320 pixels;;;;;1.3 MP;No;Yes;Removable Li-Po battery;Gray| Blue;150;http://cdn2.gsmarena.com/vv/bigpic/pantech-matrix.jpg
Pantech;Duo;HSDPA 850 / 1900 ;;HSPA;Class 10;Class 10;2007  October. Released 2007  October;102 x 50 x 19.9 mm (4.02 x 1.97 x 0.78 in);110;388;2.2 inches (~29.4% screen-to-body ratio);240 x 320 pixels (~182 ppi pixel density);Windows Mobile 6 Standard;Marvell PXA270 416 MHz;;128 MB ROM;1.3 MP;No;1.1;Removable Li-Po 1320 mAh battery;Black;110;http://cdn2.gsmarena.com/vv/bigpic/pantech_duo.jpg
Pantech;U-4000;UMTS 2100 ;;Yes  384 kbps;Yes;No;2006  November;95 x 43 x 16.5 mm (3.74 x 1.69 x 0.65 in);92;325;1.9 inches (~27.8% screen-to-body ratio);176 x 220 pixels (~148 ppi pixel density);;;;30 MB;1.3 MP;VGA videocall camera;2.0;Removable Li-Ion 820 mAh battery;Silver black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-u4000.gif
Pantech;PG-3300;;;;Class 10;No;2006  3Q;82.5 x 41.5 x 18.5 mm (3.25 x 1.63 x 0.73 in);80;282;;128 x 128 pixels;;;;14 MB;VGA;No;Yes;Removable Li-Ion 710 mAh battery;Black| Pink;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pg3300.gif
Pantech;PU-5000;UMTS 2100 ;;Yes  384 kbps;Yes;No;2006  June;95.7 x 45.6 x 21.6 mm (3.77 x 1.80 x 0.85 in);92;325;1.9 inches (~26.0% screen-to-body ratio);176 x 220 pixels (~148 ppi pixel density);;;;30 MB;1.3 MP;VGA videocall camera;Yes;Removable Li-Ion 720 mAh battery;Silver black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pu5000.gif
Pantech;PG-1600;;;;Class 10;No;2006  June;89.8 x 43.5 x 18.6 mm (3.54 x 1.71 x 0.73 in);834;293;1.5 inches (~18.6% screen-to-body ratio);128 x 128 pixels (~121 ppi pixel density);;;;128 MB;VGA;No;No;Removable Li-Ion 720 mAh battery;Silver black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pg1600.gif
Pantech;PG-1800;;;;Class 10;No;2006  June;95.5 x 46 x 18.5 mm (3.76 x 1.81 x 0.73 in);88;310;1.8 inches (~22.8% screen-to-body ratio);120 x 160 pixels (~111 ppi pixel density);;;;256 MB;VGA;No;1.1;Removable Li-Ion 720 mAh battery;Silver black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pg1800.gif
Pantech;PG-1300;;;;Class 10;No;2006  June;89.9 x 44 x 18.9 mm (3.54 x 1.73 x 0.74 in);752;265;1.5 inches;;;;;128 MB;;;No;Removable Li-Ion 720 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/pantech-pg1300.gif
