brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
BQ;Aquaris U Plus;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2016  September;143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in);139;490;5.0 inches (~66.7% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 6.0.1 (Marshmallow)| planned upgrade to 7.0 (Nougat);Octa-core 1.4 GHz Cortex-A53;Adreno 505;16 GB;16 MP| f/2.0| phase detection autofocus| LED flash;5 MP| f/2.4| 1080p;microUSB 2.0| USB On-The-Go;Non-removable Li-Po 3050 mAh battery;Black| Gold;220;http://cdn2.gsmarena.com/vv/bigpic/bq-aquaris-u-plus.jpg
BQ;Aquaris X5 Plus;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2016  July;145 x 70 x 7.7 mm (5.71 x 2.76 x 0.30 in);145;511;5.0 inches (~67.9% screen-to-body ratio);1080 x 1920 pixels (~441 ppi pixel density);Android 6.0.1 (Marshmallow)| upgradable to 7.1.1 (Nougat);Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53);Adreno 510;16 GB;16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash;"8 MP| f/2.0| 1/4"" sensor size";microUSB 2.0| USB On-The-Go;Non-removable Li-Po 3200 mAh battery;Black| White/Rose Gold;300;http://cdn2.gsmarena.com/vv/bigpic/bq-aquaris-x5-plus.jpg
BQ;Aquaris E5s;HSDPA 900 / 2100 ;LTE band 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2015;143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in);139;490;5.0 inches (~66.7% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1.1 (Lollipop);Quad-core 1.4 GHz Cortex-A53;Adreno 306;16 GB;13 MP| f/1.8| autofocus| dual-LED flash;5 MP| f/2.2| 1080p@30fps;microUSB 2.0| USB On-The-Go;Li-Po 2850 mAh battery;Black| White;210;http://cdn2.gsmarena.com/vv/bigpic/bq-e5s.jpg
BQ;Aquaris X5;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2015;144.4 x 70.5 x 7.5 mm (5.69 x 2.78 x 0.30 in);148;522;5.0 inches (~67.7% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop)| planned upgrade to 7.0 (Nougat);Quad-core 1.4 GHz Cortex-A53;Adreno 306;16 GB;13 MP| f/2.0| autofocus| dual-LED flash;5 MP| f/2.0| LED flash;microUSB 2.0| USB On-The-Go;Non-removable Li-Po 2900 mAh battery;Black| White| Rose Gold;230;http://cdn2.gsmarena.com/vv/bigpic/bq-x5.jpg
BQ;Aquaris M5;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2015;143 x 69.4 x 8.4 mm (5.63 x 2.73 x 0.33 in);144;508;5.0 inches (~69.4% screen-to-body ratio);1080 x 1920 pixels (~441 ppi pixel density);Android 5.1.1 (Lollipop)| planned upgrade to 7.0 (Nougat);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;16 GB;13 MP| f/2.0| autofocus| dual-LED flash;5 MP| f/2.0| LED flash| 1080p;microUSB 2.0| USB On-The-Go;Non-removable Li-Po 3120 mAh battery;Black| White;260;http://cdn2.gsmarena.com/vv/bigpic/bq-m5.jpg
BQ;Aquaris M5.5;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2015;151.8 x 75.5 x 8.4 mm (5.98 x 2.97 x 0.33 in);162;571;5.5 inches (~72.8% screen-to-body ratio);1080 x 1920 pixels (~401 ppi pixel density);Android 5.1.1 (Lollipop)| planned upgrade to 7.0 (Nougat);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;16 GB;13 MP| f/2.0| autofocus| dual-LED flash;5 MP| f/2.0| LED flash| 1080p;microUSB 2.0| USB On-The-Go;Li-Po 3620 mAh battery;Black| White;300;http://cdn2.gsmarena.com/vv/bigpic/bq-m55.jpg
BQ;Aquaris M4.5;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA  LTE;Yes;Yes;2015;131.8 x 63.5 x 8.8 mm (5.19 x 2.5 x 0.35 in);115;406;4.5 inches (~66.7% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 5.1.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;8 GB;8 MP| f/2.0| autofocus| dual-LED flash;5 MP| f/2.0| LED flash;microUSB 2.0| USB On-The-Go;Li-Po 2470 mAh battery;Black| White;180;http://cdn2.gsmarena.com/vv/bigpic/bq-m45.jpg
BQ; Aquaris M10;;;;No;No;2015;246 x 171 x 8.2 mm (9.69 x 6.73 x 0.32 in);470;104;10.1 inches (~70.3% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;16 GB;5 MP;2 MP;microUSB 2.0| USB On-The-Go;Non-removable Li-Po 7280 mAh battery;Black| White;230;http://cdn2.gsmarena.com/vv/bigpic/bq-m10.jpg
Casio;G'zOne CA-201L;CDMA2000 1xEV-DO ;LTE band 13(700);EV-DO Rev.A 3.1 Mbps  HSPA  LTE;Yes;Yes;2013  March;129.9 x 68.1 x 13.7 mm (5.11 x 2.68 x 0.54 in);1738;610;4.0 inches (~51.5% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;16 GB;8 MP| autofocus| LED flash;1.3 MP;microUSB 2.0;Removable Li-Ion 1800 mAh battery;Black| Red;270;http://cdn2.gsmarena.com/vv/bigpic/casio-gzone-ca-201l.jpg
Casio;G'zOne Commando;CDMA2000 1xEV-DO ;;EV-DO Rev.A 3.1 Mbps;No;No;2011  April;129 x 65.5 x 15.2 mm (5.08 x 2.58 x 0.60 in);154;543;3.6 inches (~43.7% screen-to-body ratio);480 x 800 pixels (~259 ppi pixel density);Android 2.3 (Gingerbread);;;1 GB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1460 mAh battery;Black;300;http://cdn2.gsmarena.com/vv/bigpic/casio-gzone-commando.jpg
Casio;G'zOne Ravine 2;CDMA2000 1xEV-DO ;;EV-DO Rev.A 3.1 Mbps;Yes;No;2011  November;109.9 x 50.5 x 21.1 mm (4.33 x 1.99 x 0.83 in);138;487;2.2 inches (~27.0% screen-to-body ratio);240 x 320 pixels (~182 ppi pixel density);;;;512 MB;3.15 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1150 mAh battery;Black;210;http://cdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine-2.jpg
Casio;G'zOne Ravine;CDMA2000 1xEV-DO ;;EV-DO Rev.A 3.1 Mbps;No;No;2010  October. Released 2010  October;109.2 x 53.3 x 20.3 mm (4.30 x 2.10 x 0.80 in);131;462;2.2 inches (~25.8% screen-to-body ratio);240 x 320 pixels (~182 ppi pixel density);;;;512 MB;3.15 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1140 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/casio-gzone-ravine.jpg
Casio;G'zOne Brigade;CDMA2000 1xEV-DO ;;EV-DO Rev.A 3.1 Mbps;No;No;2010  February. Released 2011  March;112.8 x 56.2 x 24.6 mm (4.44 x 2.21 x 0.97 in);170;600;2.9 inches (~37.8% screen-to-body ratio);400 x 240 pixels (~161 ppi pixel density);;;;256 MB (123 MB user available);3.15 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1440 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/casio-gzone-brigade.jpg
Cat;S60;HSDPA 850 / 900 / 2100 - Global;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - Global;HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2016  February;147.9 x 73.4 x 12.7 mm (5.82 x 2.89 x 0.5 in);;;4.7 inches (~56.1% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 6.0 (Marshmallow);Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);Adreno 405;32 GB;"13 MP| autofocus| dual-LED (dual-tone) flash; FLIR thermal camera (Lepton module)";5 MP;microUSB 2.0| USB Host;Non-removable Li-Ion 3800 mAh battery;Black;650;http://cdn2.gsmarena.com/vv/bigpic/cat-s60-.jpg
Cat;S30;HSDPA 850 / 900 / 2100 - Global;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - Global;HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2015  September;141.9 x 72.7 x 13.3 mm (5.59 x 2.86 x 0.52 in);181;638;4.5 inches (~54.1% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.1 GHz Cortex-A7;Adreno 304;8 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0| USB Host;Non-removable Li-Ion 3000 mAh battery;Black;340;http://cdn2.gsmarena.com/vv/bigpic/cat-s30.jpg
Cat;S40;HSDPA 850 / 900 / 2100 - Global;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - Global;HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2015  July;144.9 x 74.1 x 12.5 mm (5.70 x 2.92 x 0.49 in);185;653;4.7 inches (~56.7% screen-to-body ratio);540 x 960 pixels (~234 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.1 GHz Cortex-A7;Adreno 304;16 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0| USB Host;Non-removable Li-Ion 3000 mAh battery;Black;440;http://cdn2.gsmarena.com/vv/bigpic/cat-s40.jpg
Cat;B30;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2015  June;118 x 54 x 16 mm (4.65 x 2.13 x 0.63 in);101;356;2.0 inches (~19.8% screen-to-body ratio);144 x 176 pixels (~114 ppi pixel density);;;;;2 MP| LED flash;No;microUSB 2.0;Non-removable Li-Ion 1000 mAh battery;Black;140;http://cdn2.gsmarena.com/vv/bigpic/cat-b30.jpg
Cat;B15 Q;HSDPA 850 / 900 / 2100 - EU| EMEA;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  Q2;125 x 69.5 x 15 mm (4.92 x 2.74 x 0.59 in);170;600;4.0 inches (~52.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;4 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black;320;http://cdn2.gsmarena.com/vv/bigpic/cat-b15q.jpg
Cat;S50;HSDPA 850 / 900 / 2100 ;LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800);HSPA  LTE Cat4 150/50 Mbps;Yes;Yes;2014  September;144.5 x 77 x 12.7 mm (5.69 x 3.03 x 0.5 in);185;653;4.7 inches (~54.7% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.4 (KitKat);Quadcore 1.2 GHz Cortex-A7;Adreno 305;8 GB;8 MP| autofocus| LED flash;VGA;microUSB 2.0| USB Host;Non-removable Li-Ion 2630 mAh battery;Forest| Slate;460;http://cdn2.gsmarena.com/vv/bigpic/cat-s50.jpg
Cat;B15;HSDPA 900 / 2100 ;;HSPA 7.2/3.6 Mbps;Yes;Yes;2013;125 x 69.5 x 15 mm (4.92 x 2.74 x 0.59 in);170;600;4.0 inches (~52.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531;4 GB;5 MP| autofocus;VGA;microUSB 2.0;Non-removable Li-Ion 2000 mAh battery;Black;250;http://cdn2.gsmarena.com/vv/bigpic/cat-b15.jpg
Cat;B100;HSDPA 850 / 1700 / 1900 / 2100 ;;HSPA;Yes;Yes;2013;123 x 56 x 17.5 mm (4.84 x 2.20 x 0.69 in);136;480;2.2 inches (~21.8% screen-to-body ratio);240 x 320 pixels (~182 ppi pixel density);;;;128 MB ROM;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1150 mAh battery;Black;140;http://cdn2.gsmarena.com/vv/bigpic/cat-b100.jpg
Cat;B25;;;;Yes;Yes;2013;125 x 57 x 22 mm (4.92 x 2.24 x 0.87 in);161;568;2.0 inches (~17.4% screen-to-body ratio);240 x 320 pixels (~200 ppi pixel density);;208 MHz;;;2 MP| autofocus;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black;140;http://cdn2.gsmarena.com/vv/bigpic/cat-b25.jpg
Celkon;A403;HSDPA 2100 ;;HSPA;Yes;Yes;2015  August;125 x 65 x 10.2 mm (4.92 x 2.56 x 0.40 in);113;399;4.0 inches (~56.1% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;;4 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Li-Ion 1400 mAh battery;Black| Light Blue| Red| Yellow;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a403.jpg
Celkon;Campus Prime;HSDPA 2100 ;;HSPA;Yes;Yes;2015  August;132 x 67 x 9.3 mm (5.20 x 2.64 x 0.37 in);1192;420;4.5 inches (~63.1% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;;4 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Removable Li-Ion 1600 mAh battery;White| Black| Gold| Silver| Brown| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-millennia-prime.jpg
Celkon;Millennia Everest;HSDPA 2100 ;;HSPA;Yes;Yes;2015  August;157 x 78 x 9.1 mm (6.18 x 3.07 x 0.36 in);;;5.5 inches (~68.1% screen-to-body ratio);480 x 854 pixels (~178 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.2 GHz;;8 GB;5 MP| LED flash;3.2 MP;microUSB 2.0;Li-Ion 2500 mAh battery;Black| White| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-millennia-everest.jpg
Celkon;Millennia Hero;HSDPA 2100 ;;HSPA;Yes;Yes;2015  August;125 x 64 x 11 mm (4.92 x 2.52 x 0.43 in);113;399;4.0 inches (~56.9% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.2 GHz;;8 GB;5 MP| LED flash;3.2 MP;microUSB 2.0;Li-Ion 1700 mAh battery;Black| White/Gold| White/Silver| Black/Gold;;http://cdn2.gsmarena.com/vv/bigpic/celkon-millennia-hero.jpg
Celkon;Millennia Xplore;HSDPA 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2015  July;145.7 x 73.8 x 7.9 mm (5.74 x 2.91 x 0.31 in);150;529;5.0 inches (~64.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.2 GHz Cortex-A7;Mali-400MP2;8 GB;13 MP| LED flash;8 MP;microUSB 2.0;Li-Ion 2000 mAh battery;Black/White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q58-xplore.jpg
Celkon;Q455L;HSDPA 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2015  July;136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in);130;459;4.5 inches (~60.1% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.2 GHz;;8 GB;8 MP| autofocus| LED flash;3.15 MP;microUSB 2.0;Li-Ion 1800 mAh battery;Black| Red| Yellow;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg
Celkon;2GB Xpress;HSDPA 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2015  July;133.5 x 66.5 x 10.1 mm (5.26 x 2.62 x 0.40 in);134;473;4.5 inches (~64.9% screen-to-body ratio);480 x 800 pixels (~207 ppi pixel density);Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop);Quad-core 1.2 GHz;Mali-400;16 GB;5 MP| autofocus| LED flash;1.3 MP;microUSB 2.0;Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-2gb-xpress.jpg
Celkon;A35k Remote;HSDPA 2100 ;;Yes;Yes;Yes;2015  June;119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in);102;360;3.5 inches (~48.7% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;;512 MB;3.15 MP| LED flash;VGA;microUSB 2.0;Li-Ion 1400 mAh battery;White| Black| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a35k-remote.jpg
Celkon;Q3K Power;HSDPA 2100 ;;Yes;Yes;Yes;2015  July;125.8 x 65 x 9.8 mm (4.95 x 2.56 x 0.39 in);128;452;4.0 inches (~55.7% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;8 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Li-Ion 3000 mAh battery;White| black| gold;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q3k-power.jpg
Celkon;Q5K Power;HSDPA 2100 ;;Yes;Yes;Yes;2015  June;145 x 72 x 10 mm (5.71 x 2.83 x 0.39 in);169;596;5.0 inches (~66.0% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;4 GB;5 MP| autofocus| LED flash;3.15 MP;microUSB 2.0;Li-Ion 5000 mAh battery;White| Blue| Silver| Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q5k-power.jpg
Celkon;Q452;HSDPA 2100 ;;Yes;Yes;Yes;2015  May;133.5 x 66.5 x 9.5 mm (5.26 x 2.62 x 0.37 in);129;455;4.5 inches (~64.9% screen-to-body ratio);480 x 800 pixels (~207 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;8 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Li-Ion 1500 mAh battery;White| Silver| Black| Brown| Green;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q452.jpg
Celkon;A402;HSDPA 2100 ;;Yes;Yes;Yes;2015  June;125.5 x 64 x 10.2 mm (4.94 x 2.52 x 0.40 in);104;367;4.0 inches (~56.7% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);1.2 GHz;Mali-400;4 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Li-Ion 2000 mAh battery;White| Black| Blue| Silver;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a402.jpg
Celkon;Q54+; HSDPA;;HSPA;Yes;Yes;2015  March;145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in);1506;533;5.0 inches (~65.1% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;8 GB;5 MP| autofocus| LED flash;5 MP;microUSB;Li-Ion 2000 mAh battery;Blue| Brown| White| Silver;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q54-plus.jpg
Celkon;Q519; HSDPA;;HSPA;Yes;Yes;2015  May;145.2 x 73.2 x 9.4 mm (5.72 x 2.88 x 0.37 in);169;596;5.0 inches (~64.8% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;4 GB;5 MP| LED flash;2 MP;microUSB;Li-Ion 2000 mAh battery;Black| White| Light Blue| Dark Blue| Green| Red;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q519.jpg
Celkon;Q450; HSDPA;;HSPA;Yes;Yes;2015  April;135 x 67.7 x 9.7 mm (5.31 x 2.67 x 0.38 in);147;519;4.5 inches (~63.1% screen-to-body ratio);480 x 800 pixels (~207 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;Mali-400;4 GB;5 MP| LED flash;2 MP;microUSB;Li-Ion 1800 mAh battery;Gold| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q450.jpg
Celkon;Q405; HSDPA;;HSPA;Yes;Yes;2015  May;124 x 64.2 x 9.9 mm (4.88 x 2.53 x 0.39 in);137;483;4.0 inches (~57.2% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4 (KitKat);Quad-core 1.2 GHz;Mali-400;4 GB;3.15 MP| LED flash;1.3 MP;microUSB;Li-Ion 1500 mAh battery;Black| White| Gold| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q405.jpg
Celkon;A518; HSDPA;;HSPA;Yes;Yes;2015  April;145 x 73 x 9.8 mm (5.71 x 2.87 x 0.39 in);164;578;5.0 inches (~65.1% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;Mali-400;4 GB;3.15 MP| LED flash;1.3 MP;microUSB;Li-Ion 2000 mAh battery;Blue| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a518.jpg
Celkon;A407; HSDPA;;HSPA;Yes;Yes;2015  May;124.8 x 65.2 x 9.2 mm (4.91 x 2.57 x 0.36 in);105;370;4.0 inches (~56.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);1.0 GHz;Mali-400;512 MB;2 MP| LED flash;1.3 MP;microUSB;Li-Ion 1400 mAh battery;Silver| White| Light Blue| Dark Blue| Gold;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a407.jpg
Celkon;A359; HSDPA;;HSPA;Yes;Yes;2015  May;114.5 x 62.3 x 10.4 mm (4.51 x 2.45 x 0.41 in);955;339;3.5 inches (~51.1% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;Mali-400;512 MB;2 MP| LED flash;No;microUSB;Li-Ion 1200 mAh battery;Black| Red+Black| Light Blue| Dark Blue| Brown| Silver;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a359.jpg
Celkon;A355; HSDPA;;HSPA;Yes;Yes;2015  May;115.3 x 63.3 x 10.2 mm (4.54 x 2.49 x 0.40 in);975;346;3.5 inches (~50.0% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;Mali-400;512 MB;2 MP| dual-LED flash;VGA;microUSB;Li-Ion 1200 mAh battery;Light Blue| Dart Blue| Red| Yellow| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a355.jpg
Celkon;Campus Buddy A404;HSDPA 2100 ;;Yes;Yes;Yes;2014  July;126.5 x 64.2 x 9.8 mm (4.98 x 2.53 x 0.39 in);131;462;4.0 inches (~56.1% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz;;4 GB;3.15 MP| LED flash;1.3 MP;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a404.jpg
Celkon;Millennia OCTA510;HSDPA 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2015  January;143.5 x 71 x 9.1 mm (5.65 x 2.80 x 0.36 in);136;480;5.0 inches (~67.6% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;8 GB;8 MP| dual-LED flash;3.15 MP;microUSB 2.0| USB Host;Li-Ion 2000 mAh battery;White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-millennia-octa510.jpg
Celkon;Win 400;HSDPA 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  November;125.4 x 65 x 10.3 mm (4.94 x 2.56 x 0.41 in);;;4.0 inches (~55.9% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Microsoft Windows Phone 8.1;Quad-core 1.2 GHz Cortex-A7;Adreno 302;4 GB;5 MP| LED flash;1.3 MP;microUSB 2.0;Li-Ion 1500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-win400.jpg
Celkon;Campus Whizz Q42;HSDPA 2100 ;;HSPA;Yes;Yes;2014  November;122 x 63 x 9.5 mm (4.80 x 2.48 x 0.37 in);122;430;4.0 inches (~59.3% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;4 GB;5 MP| LED flash;1.3 MP| LED flash;microUSB 2.0;Removable Li-Ion 1400 mAh battery;Black;80;http://cdn2.gsmarena.com/vv/bigpic/celkon-campus-whizz-q42.jpg
Celkon;Millennia Epic Q550;HSDPA 2100 ;;HSPA;Yes;Yes;2014  November;152 x 76 x 7.9 mm (5.98 x 2.99 x 0.31 in);1438;508;5.5 inches (~72.2% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;16 GB;8 MP| LED flash;2 MP;microUSB 2.0;Li-Ion 3500 mAh battery;Black| White;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q550.jpg
Celkon;Xion s CT695;HSDPA 2100 ;;Yes;Yes;Yes;2014  October;180 x 104.4 x 8.6 mm (7.09 x 4.11 x 0.34 in);250;882;6.95 inches (~72.3% screen-to-body ratio);600 x 1024 pixels (~171 ppi pixel density);Android 4.4.2 (KitKat);Dual-core 1.2 GHz Cortex-A7;Mali-400;8 GB;5 MP;Yes;microUSB 2.0| USB Host;Li-Ion 2500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/celkon-ct695.jpg
Celkon;Campus Colt A401;HSDPA 2100 ;;Yes;Yes;Yes;2014  October;124.9 x 64 x 10.4 mm (4.92 x 2.52 x 0.41 in);;;4.0 inches (~57.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);1.0 GHz;Mali-400;4 GB;3.15 MP| LED flash;Yes;microUSB 2.0;Li-Ion 1400 mAh battery;Black| White| Blue;;http://cdn2.gsmarena.com/vv/bigpic/celkon-a401.jpg
Celkon;Campus Crown Q40;HSDPA 2100 ;;Yes;Yes;Yes;2014  October;125.5 x 64.7 x 9.6 mm (4.94 x 2.55 x 0.38 in);1093;384;4.0 inches (~56.1% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;4 GB;5 MP| autofocus| LED flash;Yes;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Silver| Grey;;http://cdn2.gsmarena.com/vv/bigpic/celkon-q40.jpg
